,frase,sentimento
6767,"Desde ontem sem acessar o Notes por meios normais. Toda vez que ligo a CPU, somem vários drives mapeados. Caí na asneira de solicitar a transferência da minha home area da UO-BA para UO-BC. Aí não consigo mais acessar nem mapeando outra vez a home area. Tudo isso aconteceu após uma mudança da CPU, de um local de trabalho para outro, durante o final de semana.",negativo
6768,satisfeito,neutro
6769,"Agradeço o pronto atendimento.Atenciosamente, Anna Iolanda.ok",positivo
6770,Excelente e rápido atendimento.,positivo
6771,Excelente trabalho,positivo
6772,"Excelente, pois informou todas as alterações feitas nos protocolos.",positivo
6773,Fui muito bem atendido pelo Batista,positivo
6774,Não foi resolvido devido o programa ainda não está disponível. Porém o atendimento foi muito bom.,positivo
6775,Atendimento e solução do problema super eficiente.,positivo
6776,Excelente Atendimento,positivo
6777,solução rápida. Bom atendimento.,positivo
6778,Ok. Obrigado.,positivo
6779,Ótima profissional.,positivo
6780,Bom atendimento.,positivo
6781,excelente atendimento,positivo
6782,ÓTIMO ATENDIMENTO.,positivo
6783,Ótima profissional.,positivo
6784,Exclente!!!!,positivo
6785,"A impressão de teste funcionou, mas as solicitações seguintes apresentaram o mesmo problema anterior, isto é, não imprimem",neutro
6786,A resolução do problema depende de terceiros.,neutro
6787,Excelente atendimento.,positivo
6788,Obrigada pelo pronto atendimento,positivo
6789,DEVIDO A PROBLEMAS DE AUTORIZAÇÃO NÃO FOI POSSIVEL FAZER A INSTALAÇÃO DO IRPF.,negativo
6790,Atendimento superou expectativa. Analista muito atenciosa.,positivo
6791,Obrigada equipe TIC mais uma vez pelo apoio.Muito obrigada Davi Maciel.,positivo
6792,Simpatia do Silvério.,positivo
6793,Enfim alguém conseguiu consertar a minha impressora. Ótimo atendimento - e rápido.  ,neutro
6794,"O atendente enviou um email solicitando a abertura de um novo chamado para que fosse selecionada a opção correta no botão TIC, ora não encontrada. Foi colado o caminho para a seleção da opção pelo mesmo, sendo que todas as informações necessárias para o atendimento do chamado estavam nas observações do primeiro chamado aberto. Esta prática tira totalmente a eficiência que a Petrobras tanto busca e precisa para a economicidade e redução de custos de suas atividades. Além dos dois chamados abertos via botão TIC, foram abertos mais 3 chamados via telefone, todos encaminhando o problema para outra área (Serviços diversos, SAP e Notes). A empresa prestadora de serviços de TIC precisa trabalhar em parceria com a Petrobras, e não dessa forma como vem trabalhando, como uma ""operadora"" ou ""terceira"", onde o objetivo é apenas o benefício próprio. ",negativo
6795,"Além de resolver, o atendente mostrou como se faz para em situações futuras eu poder trabalhar com maior agilidade.  Obrigado!!! ",positivo
6796,Atendente muito prestativa e gentil,positivo
6797,"Excelente trabalho!!!! Tanto de quem me atendeu no tel, quanto de quem veio trazer o termo. Parabéns.",positivo
6798,"PROFISSIONAL ATENCIOSO, PRÁTICO E RÁPIDO",positivo
6799,Está difícil de trabalhar no Mozila quando de 30s em 30s ele trava e pede a senha corporativa. Solicito correção do problema.,negativo
6800,cortesia e gentileza,positivo
6801,Atendente muito prestativa e gentil,positivo
6802,Atendente muito prestativa e gentil,positivo
6803,"Ainda continuo sem o meu acesso resolvida, apesar de já ter aberto inúmera solicitações. Estou me sentindo sendo empurrada de um lado para outro, mas NINGUÉM CONSEGUE RESOLVER O PROBLEMA. ",negativo
6804,Excelente atendimento!,positivo
6805,O tempo para incluir no netgroup foi excelente mas não montou o diretório. Apenas depois de ligar para checar o mount,negativo
6806,muito bom atendimento !,positivo
6807,Excelente atendimento,positivo
6808,Na verdade foi uma correção do pedido de inclusão no netgroup,neutro
6809,"Nota dada à TIC e não ao atendente específico. O programa do IRPF foi disponibilizado ontem e deveria ser prioridade a disponibilização aos usuários, haja vista que a celeridade na apresentação da declaração resulta em uma restituição no primeiro lote. Em anos sem PLR, como este, isso é muito importante!",negativo
6810,Muito bom atendimento. Recomendo!,positivo
6811,"O atendimento superou minha expectativa. Parabéns a pessoa que realizou o atendimento com tanta cortesia, respeito e paciência, e a equipe da TIC que sempre atendem nossa necessidade.",neutro
6812,"Não consigo medir o contrato desde o dia 27/02, todas as aprovações foram feitas,porem o suporte do sap informou que preciso fazer outra solicitação para fiscal de contrato. ",negativo
6813,Excelente atendimento.,positivo
6814,Atendimento rápido e satisfatório.,positivo
6815,com muita rapidez,positivo
6816,"Demora excessiva, Atendente parece desconhecer metodos, Descuido com dados privativos do cliente (conta bancaria)",negativo
6817,Conflito de agendamento da videoconferência com a reserva de espaço físico. A TIC não se mostrou comprometida em resolver o conflito para a utilização de videoconferência em espaço já reservado.,negativo
6818,Excelente atendimento e com agilidade. Parabéns e Obrigado!,positivo
6819,Pronto atendimento muito eficiente.,positivo
6820,"A equipe TIC/CENPES que trabalha no SIPO é totalmente comprometida com as necessidades informadas pelo Cliente, executando as tarefas com qualidade e excelente atendimento.",neutro
6821,"Resposta da TIC - Solução sendo aplicada junto com melhorias do Projeto 2014.    Meu comentário - Este projeto deve se encerrar em março/2015, até lá considerarei que ainda não foi resolvido.",neutro
6822,"=>   O grau de satisfação foi dois pontos menor em vista da demora no atendimento, uma vez que o chamado foi aberto em 17/11/2014, no intuito de corrigir o erro para que os registros de movimentação de 2015 ocorressem sem erros. A solução só foi dada em 0",negativo
6823,o chamado não foi resolvido em função de limitação no sistema Petronect. Mais uma limitação.,negativo
6824,O modem não foi devolvido. Permanece em minha casa. Aguardo orientação como devolvê-lo,neutro
6825,"Parabéns à equipe pela prontidão no atendimento, ressalvando-se as dificuldades inerentes ao assunto, obtivemos o resultado esperado.",positivo
6826,Morosidade no atendimento do chamado. ,negativo
6827,"""ai se todos fossem iguais a VOCÊS......"" MUITO OBRIGADA A TODOS em especiala Wellington e Maurílio, na rapidez e solução do nosso problema,muito obrigada.",positivo
6828,"A NO primeiro chamado a \tic não sabia qual equipe seria responsável pela tarefa. Depois de vários contatos tel e uma vinda ao laboratório disseram ter entendido o pedido. Entretanto, não fizeram e encerraram a nota. Somente no segundo chamado, com a participação do colaborador Luiz Fernando Fiel o serviço foi realizado. Segue agraecimento ao colega pelo empenho e profissionalismo na busca da solução.",neutro
6829,Satisfação só não é máxima porque a demora foi de 14 dias.,neutro
6830,"Muita demora nos atendimentos de chamandos abertos em geral, e nesse cahamado o problema foi resolvido pela Dotec",negativo
6831,ótimo atendimento,positivo
6832,Excelente! Assim como todos os outros atendimentos pelo Fábio. Obrigado.,positivo
6833,Perfeito.,neutro
6834,"Quando voltou do conserto o computador foi instalado e deixado no chão. Poderia ter instalado no nicho para computadores, na mesa.",neutro
6835,Não,neutro
6836,"Agradeço ao pessoal da TI, o sempre pronto atendimento, obrigado",positivo
6837,PARABENIZAR A TODOS PELA AGILIDADE E PRESTEZA,positivo
6838,Ninguem foi à minha casa apanhar o modem-wifi da VELOX. O que faço com o aparelho?,neutro
6839,"Problema não foi resolvido. Foi recomendada abertura de novo chamado através da chave do gerente, o qual não está conseguindo efetuar as liberações.",negativo
6840,"Após a instalação e ativação do SoftPhone, a tela do Notes passou a apresentar instabilidade (treme, sempre que abro ou fecho uma mensagem).  Abri chamado específico para isso que, após muito tempo de investigação e tentativas, culminando com a reinstalação do Notes, o problema voltou a ocorrer.  Não me ocorre abrir novo chamado, pois o problema me parece insolúvel, por estar associado (sob meu ponto de vista), com alguma incompatibilidade de software.  Ressalto entretanto que a atendente (Elizabeth) da mesa especializada do Notes foi muitíssimo diligente, cordial e atenciosa. Fez o que pode.  Obrigado.",neutro
6841,"Atendimento com: cordialidade, qualidade e hábil. Agradecido",positivo
6842,Sem comentários.,neutro
6843,"Precisamos que os documentos fiquem dispostos imediatamente abaixo da sua Ficha, não se seja substituído a estrutura Híbrida por Zip.",negativo
6844,"Nivel de satisfação 04, devido tempo do atendimento.",neutro
6845,"Agradeço a atenção especial de Wilson, cujo contato para acompanhamento comigo foi essencial para o encerramento do chamado.",positivo
6846,NÃO FOI RESOLVIDO PORQUE EU INFORMEI O NOME DA IMPRESSORA ERRADO. MAS JÁ FOI CORRIGIDO E RESOLVIDO E ,neutro
6847,Rápido!,neutro
6848,Foi solucionado o problema.,positivo
6849,Atendimento muito bom. A atendente se esforçou bastante e conseguiu uma solução para instalação do programa.,positivo
6850,"Não consegui ser atendido, alguns programas por voces instalados em nossas maquinas estão simplesmente detonando as maquinas, estamos cansados de ser cobais desse setor.",negativo
6851,"Simplesmente não conseguem comunicação com nossas maquinas depois da implantação de programas que simplesmente deixam lerdas nossas maquinas, sem contar que a solução apresentada é desembarcar o micros, e ficamos como até este micro voltar, ai em terra voces tem facilidade de conseguir outro, aqui, ate pra embarcar com o nosso note book é um parto.    Ridiculo.",negativo
6852,Otimo atendimento.,positivo
6853,Alguns ramais ainda estão sem funcionamento o que tem causado muitos transtornos para os clientes que se mudaram para o local. ,negativo
6854,Atendido pela equipe local.,positivo
6855,"Quanto ao problema como Excel o registro foi  sanado, entretanto todos os atalhos existentes no internet explorer foram excluidos. Possuia em média 50 queries do BW que foram eliminadas. Abri outro 881 para recuperação e fui informado que a pasta antiga da minha chave não existia. Antigamente existia a pasta Chave_Old onde era possível sanar alguns problemas, nesta nova sistematica esta pasta agora é criada no Publico e aparentemente foi feita e deletada pelo atendente. Agora estou aqui com este problema.",negativo
6856,O atendente foi claro e objetivo sem deixar de ser cordial resolvendo o problema com agilidade.  Muito bom.,positivo
6857,"A PROFISSIONAL QUE ME ATENDEU PROCUROU SOLUÇÃO PARA MINHA SOLICITAÇÃO, E O MAIS IMPORTANTE RESOLVEU. PARABÉNS E OBRIGADO!!!",positivo
6858,O sinal agora está excelente! Muito grata!,positivo
6859,"Obrigado, desculpe a demora no retorno, nos últimos dias estava em atividade de campo, distante do ramal e computador.",positivo
6860,Problema resolvido com sucesso! Profissional muito atencioso. Parabéns pelo trabalho.,positivo
6861,Atendimento excelente!,positivo
6862,Satisfeita com o serviço.,positivo
6863,Atendimento excelente.,positivo
6864,Agradecida. Tenha um bom dia!,positivo
6865,"foi feito dois chamado,no mesmo dia,para o mesmo serviço,e só foi atendido a ",neutro
6866,O problema aparentemente terminou mas não houve visita de um técnico para mudança ou ajustre do cartucho.,negativo
6867,Executado com eficiência.,positivo
6868,O chamado era um pedido de informação. Encerraram chamado sem responder.,negativo
6869,Excelente Atendimanto.,positivo
6870,Excelente o atendimento e prazo!,positivo
6871,Encerraram um chamado sem atendê-lo. Continuo com sem acesso ao meu correio de voz,negativo
6872,5,neutro
6873,"Fomos muito bem atendidos, estamos satisfeitos com os serviços realizados.",positivo
6874,Obrigado!,positivo
6875,Excelente atendimento,positivo
6876,ESTOU  IMENSAMENTE  SATISFEITA OBRIGADA PELA AJUDA OS PROFISSIONAIS SÃO 10 ,positivo
6877,excelente atendimento,positivo
6878,"Inicialmente não estava conseguindo converter os arquivos, mas, posterior, mudando os formatos destes, a conversão foi realizad com sucesso. Desta forma, dou o atendimento concluído, pois a solicitação foi para a instalação, o que foi realizado.",neutro
6879,Demorou muito para atender. O chamado anterior foi cancelado e teve que ser aberto outro.,negativo
6880,Excelente o atendimento e prazo!,positivo
6881,Excelente o atendimento e prazo!,positivo
6882,Há necessidade de emissão de DIP pela gerência,neutro
6883,O computador não apresentou o problema durante a visita técnica. ,negativo
6884,Um ótimo atendinento prestado pele TIC.,positivo
6885,Impressionado com a rapidez no atendimento,positivo
6886,ainda não atendeu,negativo
6887,ok,neutro
6888,Bom atendimento.,positivo
6889,Agilidade e eficiência,positivo
6890,"A descriçao não corresponde ao problema. O problema é que eu recebi uma mensagem com vírus DE UM CORREIO PETROBRAS: RMACHADO@PETROBRAS.COM.BR.    Este e-mail passou ou foi emitido pelo sevidor petrobras? Qual o IP de origem? O meu e-mail está comprometido ou sendo usado por outra pessoas de fora da Companhia? Outras pessoas podem estar recebendo ou enviando mensagens supostamente em meu nome? Ou seja, o atendente não entendeu ou resolveu coisa nenhuma !!!!  ",negativo
